GrocerySales
8946.15
8901.225999999999
8906.935
8882.67
9073.309000000001
9022.712
8963.119999999999
8989.454999999998
8940.889
8941.905999999999
8896.303
8972.439999999999
8987.397
9013.505
9015.735999999999
8935.827
8966.738
8928.024
9003.938
8978.051
9007.810000000001
8949.291
8902.510999999999
8910.122999999998
8887.760999999999
9086.346000000001
9120.283
9090.487000000001
8956.082
8901.225999999999
8906.935
8882.67
9073.309000000001
9022.712
8963.119999999999
8946.15
8901.225999999999
8906.935
8833.765
8814.53
8833.526999999998
8815.880000000001
8776.887
8768.267
8780.299
8795.963
8784.776
8800.259999999998
8763.356
8743.052
8755.592
8743.028
8796.416999999998
8798.231
8803.493999999999
8771.552
8758.723000000002
8721.608743300423
8758.083
8744.998
8766.856000000002
8769.061
8752.897
8747.517
8758.292743300422
8805.511999999999
8788.68
8756.537
8757.821
8802.196
8904.508
8787.437999999998
8822.628999999999
8824.613
8854.292
8873.666
8823.813
8858.018
8766.730999999998
8789.099999999999
8821.163999999999
8846.528999999999
8862.012999999999
8845.864
8838.353
8768.21
8804.48
8790.182999999999
8847.714
8847.714
